Compound ID (CID),MedDRA Concept ID,Frequency (%),Normalized Frequency,Term Level,Indication/Condition Name,Term ID,Term Name,ATC Code,Compound Name
CID100003121,C2830004,17%,0.17,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,18%,0.18,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,19%,0.19,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,2%,0.02,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,26%,0.26,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,27%,0.27,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,30%,0.3,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,31%,0.31,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,7%,0.07,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,11%,0.11,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,12%,0.12,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,12.4%,0.124,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,14%,0.14,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,15%,0.15,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,19.1%,0.191,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,5%,0.05,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003143,C0020517,0%,0.0,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,0.3%,0.003,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,0.4%,0.004,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,0.6%,0.006,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,1%,0.01,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,1.8%,0.018,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,10.4%,0.104,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,2%,0.02,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,2.9%,0.029,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,3%,0.03,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,5.8%,0.058,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,6%,0.06,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,6.9%,0.069,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,L01CD02,docetaxel
CID100003143,C0027497,0.6%,0.006,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,0.9%,0.009,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,1%,0.01,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,10%,0.1,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,13%,0.13,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,13.9%,0.139,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,14%,0.14,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,15.8%,0.158,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,16%,0.16,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,19%,0.19,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,2%,0.02,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,2.4%,0.024,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,28.7%,0.287,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,3%,0.03,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,32%,0.32,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,35%,0.35,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,35.5%,0.355,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,37.7%,0.377,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,38%,0.38,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,38.9%,0.389,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,39%,0.39,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,4.64%,0.0464015,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,42%,0.42,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,43%,0.43,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,43.7%,0.437,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,44%,0.44,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,47%,0.47,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,5%,0.05,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,5.34%,0.0533708,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,5.81%,0.0580952,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,51%,0.51,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,7%,0.07,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,73.3%,0.733,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,75.7%,0.757,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,76.3%,0.763,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,77%,0.77,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,80%,0.8,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,80.8%,0.807765,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,87.2%,0.871723,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0027497,87.2%,0.872381,PT,Nausea,10028813,Nausea,L01CD02,docetaxel
CID100003143,C0042963,0.6%,0.006,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,1%,0.01,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,1.2%,0.012,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,10%,0.1,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,13.3%,0.133,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,14.9%,0.149,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,15%,0.15,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,16%,0.16,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,19%,0.19,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,2%,0.02,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,21%,0.21,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,22%,0.22,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,22.3%,0.223,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,23%,0.23,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,25.9%,0.259,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,26%,0.26,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,3.03%,0.030303,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,39%,0.39,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,39.4%,0.393939,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,4%,0.04,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,5%,0.05,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,5.81%,0.0580952,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,54.4%,0.54381,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,55.3%,0.553371,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,56%,0.56,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,56.2%,0.562,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,6.37%,0.0636704,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,63%,0.63,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,66.5%,0.665,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,7%,0.07,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,7.2%,0.072,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,73.2%,0.732,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,8%,0.08,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,8.4%,0.084,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,9%,0.09,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003143,C0042963,postmarketing,0.001,PT,Vomiting,10047700,Vomiting,L01CD02,docetaxel
CID100003152,C0497327,infrequent,0.01,PT,Dementia,10012267,Dementia,N06DA02,donepezil
CID100003157,C0020649,0%,0.0,PT,Hypotension,10021097,Hypotension,C02CA04,doxazosin
CID100003157,C0020649,0%,0.0,PT,Hypotension,10005734,Blood pressure decreased,C02CA04,doxazosin
CID100003157,C0020649,1%,0.01,PT,Hypotension,10021097,Hypotension,C02CA04,doxazosin
CID100003157,C0020649,1%,0.01,PT,Hypotension,10005734,Blood pressure decreased,C02CA04,doxazosin
CID100003157,C0020649,1.7%,0.017,PT,Hypotension,10021097,Hypotension,C02CA04,doxazosin
CID100003157,C0020649,1.7%,0.017,PT,Hypotension,10005734,Blood pressure decreased,C02CA04,doxazosin
CID100003157,C0020649,1.8%,0.018,PT,Hypotension,10021097,Hypotension,C02CA04,doxazosin
CID100003157,C0020649,1.8%,0.018,PT,Hypotension,10005734,Blood pressure decreased,C02CA04,doxazosin
CID100003157,C0020649,2.5%,0.025,PT,Hypotension,10021097,Hypotension,C02CA04,doxazosin
CID100003157,C0020649,2.5%,0.025,PT,Hypotension,10005734,Blood pressure decreased,C02CA04,doxazosin
CID100003157,C0020649,4%,0.04,PT,Hypotension,10021097,Hypotension,C02CA04,doxazosin
CID100003157,C0020649,4%,0.04,PT,Hypotension,10005734,Blood pressure decreased,C02CA04,doxazosin
CID100003157,C0028734,postmarketing,0.001,PT,Nocturia,10029446,Nocturia,C02CA04,doxazosin
CID100003158,C0003467,infrequent,0.01,PT,Anxiety,10002855,Anxiety,N06AA12,doxepin
CID100003158,C0015672,1.5%,0.0149701,PT,Fatigue,10016256,Fatigue,N06AA12,doxepin
CID100003158,C0015672,3.03%,0.030303,PT,Fatigue,10016256,Fatigue,N06AA12,doxepin
CID100003158,C0015672,infrequent,0.01,PT,Fatigue,10016256,Fatigue,N06AA12,doxepin
CID100003222,C0002994,0.2%,0.002,PT,Angioedema,10002424,Angioedema,C09AA02,CAS
CID100003222,C0020649,2.3%,0.023,PT,Hypotension,10021097,Hypotension,C09AA02,CAS
CID100003222,C0020649,2.3%,0.023,PT,Hypotension,10005734,Blood pressure decreased,C09AA02,CAS
CID100003222,C0020649,6.7%,0.067,PT,Hypotension,10021097,Hypotension,C09AA02,CAS
CID100003222,C0020649,6.7%,0.067,PT,Hypotension,10005734,Blood pressure decreased,C09AA02,CAS
CID100003222,C0020649,0.4%,0.004,PT,Hypotension,10021097,Hypotension,C09AA02,CAS
CID100003222,C0020649,0.4%,0.004,PT,Hypotension,10005734,Blood pressure decreased,C09AA02,CAS
CID100003222,C0020649,0.6%,0.006,PT,Hypotension,10021097,Hypotension,C09AA02,CAS
CID100003222,C0020649,0.6%,0.006,PT,Hypotension,10005734,Blood pressure decreased,C09AA02,CAS
CID100003305,C0003862,postmarketing,0.001,PT,Arthralgia,10003239,Arthralgia,M05BA01,etidronate
CID100003305,C0016658,postmarketing,0.001,PT,Fracture,10017076,Fracture,M05BA01,etidronate
CID100003305,C0029442,postmarketing,0.001,PT,Osteomalacia,10031250,Osteomalacia,M05BA01,etidronate
CID100003305,C0029456,postmarketing,0.001,PT,Osteoporosis,10031282,Osteoporosis,M05BA01,etidronate
CID100003310,C0020517,1 to 2,0.02,PT,Hypersensitivity,10020751,Hypersensitivity,L01CB01,etoposide
CID100003310,C0020517,1-2,0.02,PT,Hypersensitivity,10020751,Hypersensitivity,L01CB01,etoposide
CID100003310,C0027947,88%,0.88,PT,Neutropenia,10029354,Neutropenia,L01CB01,etoposide
CID100003324,C0033774,0%,0.0,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,0%,0.0,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,1.2%,0.012,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,1.2%,0.012,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,2.2%,0.022,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,2.2%,0.022,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,3.7%,0.037,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,3.7%,0.037,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,common,1.0,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,common,1.0,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,postmarketing,0.001,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,postmarketing,0.001,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,very rare,0.0001,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,very rare,0.0001,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,0.6%,0.006,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,0.6%,0.006,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,0.7%,0.007,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,0.7%,0.007,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003324,C0033774,2.7%,0.027,PT,Pruritus,10037087,Pruritus,J05AB09,famciclovir
CID100003324,C0033774,2.7%,0.027,PT,Pruritus,10037087,Pruritus,S01AD07,famciclovir
CID100003325,C0009806,1.2%,0.012,PT,Constipation,10010774,Constipation,A02BA03,famotidine
CID100003325,C0009806,2%,0.02,PT,Constipation,10010774,Constipation,A02BA03,famotidine
CID100003325,C0012833,1.2%,0.012,PT,Dizziness,10013573,Dizziness,A02BA03,famotidine
CID100003325,C0012833,1.3%,0.013,PT,Dizziness,10013573,Dizziness,A02BA03,famotidine
CID100003325,C0018681,4.6%,0.046,PT,Headache,10019211,Headache,A02BA03,famotidine
CID100003325,C0018681,4.7%,0.047,PT,Headache,10019211,Headache,A02BA03,famotidine
CID100003325,C0018681,6.9%,0.069,PT,Headache,10019211,Headache,A02BA03,famotidine
CID100003325,C0042963,2.4%,0.024,PT,Vomiting,10047700,Vomiting,A02BA03,famotidine
CID100003339,C0030305,postmarketing,0.001,PT,Pancreatitis,10033645,Pancreatitis,C10AB05,fenofibrate
CID100003339,C0030305,uncommon,0.01,PT,Pancreatitis,10033645,Pancreatitis,C10AB05,fenofibrate
CID100003345,C0018681,0%,0.0,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,0%,0.0,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,1.25%,0.0125,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,1.25%,0.0125,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,1.85%,0.0185185,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,1.85%,0.0185185,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,10%,0.1,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,10%,0.1,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,10.4%,0.104167,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,10.4%,0.104167,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,10.5%,0.105263,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,10.5%,0.105263,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,11.8%,0.118,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,11.8%,0.118,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,12%,0.12,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,12%,0.12,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,13%,0.13,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,13%,0.13,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,14.3%,0.142857,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,14.3%,0.142857,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,16%,0.16,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,16%,0.16,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,17%,0.17,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,17%,0.17,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,2.22%,0.0222222,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,2.22%,0.0222222,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,2.63%,0.0263158,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,2.63%,0.0263158,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,2.78%,0.0277778,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,2.78%,0.0277778,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,2.86%,0.0285714,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,2.86%,0.0285714,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,2.98%,0.0297619,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,2.98%,0.0297619,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,20%,0.2,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,20%,0.2,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,3%,0.03,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,3%,0.03,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,3.23%,0.0322581,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,3.23%,0.0322581,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,4%,0.04,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,4%,0.04,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,5%,0.05,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,5%,0.05,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,5.77%,0.0576923,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,5.77%,0.0576923,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,6%,0.06,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,6%,0.06,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,7.55%,0.0754717,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,7.55%,0.0754717,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,8.55%,0.0855263,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,8.55%,0.0855263,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,8.82%,0.0882353,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,8.82%,0.0882353,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,8.85%,0.0884956,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,8.85%,0.0884956,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,9.09%,0.0909091,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,9.09%,0.0909091,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,common,1.0,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,common,1.0,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,postmarketing,0.001,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,postmarketing,0.001,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0018681,very rare,0.0001,PT,Headache,10019211,Headache,N01AH01,fentanyl
CID100003345,C0018681,very rare,0.0001,PT,Headache,10019211,Headache,N02AB03,fentanyl
CID100003345,C0020649,postmarketing,0.001,PT,Hypotension,10021097,Hypotension,N01AH01,fentanyl
CID100003345,C0020649,postmarketing,0.001,PT,Hypotension,10021097,Hypotension,N02AB03,fentanyl
CID100003345,C0020649,postmarketing,0.001,PT,Hypotension,10005734,Blood pressure decreased,N01AH01,fentanyl
CID100003345,C0020649,postmarketing,0.001,PT,Hypotension,10005734,Blood pressure decreased,N02AB03,fentanyl
CID100003345,C0020649,very rare,0.0001,PT,Hypotension,10021097,Hypotension,N01AH01,fentanyl
CID100003345,C0020649,very rare,0.0001,PT,Hypotension,10021097,Hypotension,N02AB03,fentanyl
CID100003345,C0020649,very rare,0.0001,PT,Hypotension,10005734,Blood pressure decreased,N01AH01,fentanyl
CID100003345,C0020649,very rare,0.0001,PT,Hypotension,10005734,Blood pressure decreased,N02AB03,fentanyl
CID100003345,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,N01AH01,fentanyl
CID100003345,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,N02AB03,fentanyl
CID100003345,C0235146,postmarketing,0.001,PT,Euphoric mood,10015535,Euphoric mood,N01AH01,fentanyl
CID100003345,C0235146,postmarketing,0.001,PT,Euphoric mood,10015535,Euphoric mood,N02AB03,fentanyl
CID100003345,C0235146,very rare,0.0001,PT,Euphoric mood,10015535,Euphoric mood,N01AH01,fentanyl
CID100003345,C0235146,very rare,0.0001,PT,Euphoric mood,10015535,Euphoric mood,N02AB03,fentanyl
