Compound ID (CID),MedDRA Concept ID,Frequency (%),Normalized Frequency,Term Level,Indication/Condition Name,Term ID,Term Name,ATC Code,Compound Name
CID100005291,C0027947,3.4%,0.034,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,3.6%,0.036,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,33.7%,0.33694,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,34%,0.34,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,36%,0.36,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,4%,0.04,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,4.1%,0.041,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,4.5%,0.045,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,4.9%,0.049,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,46%,0.46,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,48%,0.48,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,5%,0.05,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,5.6%,0.056,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,6.6%,0.066,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,7%,0.07,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,71.5%,0.714653,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,8%,0.08,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,9%,0.09,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,96.9%,0.969231,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,postmarketing,0.001,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005291,C0027947,very common,1.0,PT,Neutropenia,10029354,Neutropenia,L01XE01,imatinib
CID100005358,C0004096,infrequent,0.01,PT,Asthma,10003553,Asthma,N02CC01,sumatriptan
CID100005358,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,N02CC01,sumatriptan
CID100005358,C0004096,rare,0.001,PT,Asthma,10003553,Asthma,N02CC01,sumatriptan
CID100005358,C0018681,1%,0.01,PT,Headache,10019211,Headache,N02CC01,sumatriptan
CID100005358,C0018681,2%,0.02,PT,Headache,10019211,Headache,N02CC01,sumatriptan
CID100005358,C0027497,11%,0.11,PT,Nausea,10028813,Nausea,N02CC01,sumatriptan
CID100005358,C0027497,12.2%,0.122,PT,Nausea,10028813,Nausea,N02CC01,sumatriptan
CID100005358,C0027497,13.5%,0.135,PT,Nausea,10028813,Nausea,N02CC01,sumatriptan
CID100005358,C0027497,14%,0.14,PT,Nausea,10028813,Nausea,N02CC01,sumatriptan
CID100005358,C0027497,common,1.0,PT,Nausea,10028813,Nausea,N02CC01,sumatriptan
CID100005358,C0027497,11.3%,0.113,PT,Nausea,10028813,Nausea,N02CC01,sumatriptan
CID100005358,C0027497,7%,0.07,PT,Nausea,10028813,Nausea,N02CC01,sumatriptan
CID100005358,C0030193,1%,0.01,PT,Pain,10033371,Pain,N02CC01,sumatriptan
CID100005358,C0030193,2%,0.02,PT,Pain,10033371,Pain,N02CC01,sumatriptan
CID100005358,C0030193,6%,0.06,PT,Pain,10033371,Pain,N02CC01,sumatriptan
CID100005358,C0030193,8%,0.08,PT,Pain,10033371,Pain,N02CC01,sumatriptan
CID100005358,C0030193,common,1.0,PT,Pain,10033371,Pain,N02CC01,sumatriptan
CID100005358,C0030193,infrequent,0.01,PT,Pain,10033371,Pain,N02CC01,sumatriptan
CID100005358,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,N02CC01,sumatriptan
CID100005358,C0030193,4%,0.04,PT,Pain,10033371,Pain,N02CC01,sumatriptan
CID100005358,C0042963,11%,0.11,PT,Vomiting,10047700,Vomiting,N02CC01,sumatriptan
CID100005358,C0042963,12.2%,0.122,PT,Vomiting,10047700,Vomiting,N02CC01,sumatriptan
CID100005358,C0042963,13.5%,0.135,PT,Vomiting,10047700,Vomiting,N02CC01,sumatriptan
CID100005358,C0042963,14%,0.14,PT,Vomiting,10047700,Vomiting,N02CC01,sumatriptan
CID100005358,C0042963,common,1.0,PT,Vomiting,10047700,Vomiting,N02CC01,sumatriptan
CID100005358,C0042963,11.3%,0.113,PT,Vomiting,10047700,Vomiting,N02CC01,sumatriptan
CID100005358,C0042963,7%,0.07,PT,Vomiting,10047700,Vomiting,N02CC01,sumatriptan
CID100005358,C0085636,frequent,1.0,PT,Photophobia,10034960,Photophobia,N02CC01,sumatriptan
CID100005358,C0085636,infrequent,0.01,PT,Photophobia,10034960,Photophobia,N02CC01,sumatriptan
CID100005358,C0751466,frequent,1.0,PT,Phonophobia,10054956,Phonophobia,N02CC01,sumatriptan
CID100005372,C0003862,0%,0.0,PT,Arthralgia,10003239,Arthralgia,D11AH01,tacrolimus
CID100005372,C0003862,0%,0.0,PT,Arthralgia,10003239,Arthralgia,L04AD02,tacrolimus
CID100005372,C0003862,1%,0.01,PT,Arthralgia,10003239,Arthralgia,D11AH01,tacrolimus
CID100005372,C0003862,1%,0.01,PT,Arthralgia,10003239,Arthralgia,L04AD02,tacrolimus
CID100005372,C0003862,2%,0.02,PT,Arthralgia,10003239,Arthralgia,D11AH01,tacrolimus
CID100005372,C0003862,2%,0.02,PT,Arthralgia,10003239,Arthralgia,L04AD02,tacrolimus
CID100005372,C0003862,24%,0.24,PT,Arthralgia,10003239,Arthralgia,D11AH01,tacrolimus
CID100005372,C0003862,24%,0.24,PT,Arthralgia,10003239,Arthralgia,L04AD02,tacrolimus
CID100005372,C0003862,25%,0.25,PT,Arthralgia,10003239,Arthralgia,D11AH01,tacrolimus
CID100005372,C0003862,25%,0.25,PT,Arthralgia,10003239,Arthralgia,L04AD02,tacrolimus
CID100005372,C0003862,3%,0.03,PT,Arthralgia,10003239,Arthralgia,D11AH01,tacrolimus
CID100005372,C0003862,3%,0.03,PT,Arthralgia,10003239,Arthralgia,L04AD02,tacrolimus
CID100005372,C0003862,common,1.0,PT,Arthralgia,10003239,Arthralgia,D11AH01,tacrolimus
CID100005372,C0003862,common,1.0,PT,Arthralgia,10003239,Arthralgia,L04AD02,tacrolimus
CID100005372,C0024299,common,1.0,PT,Lymphoma,10025310,Lymphoma,D11AH01,tacrolimus
CID100005372,C0024299,common,1.0,PT,Lymphoma,10025310,Lymphoma,L04AD02,tacrolimus
CID100005372,C0030193,0%,0.0,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,0%,0.0,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,1%,0.01,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,1%,0.01,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,2%,0.02,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,2%,0.02,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,21%,0.21,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,21%,0.21,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,22%,0.22,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,22%,0.22,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,23%,0.23,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,23%,0.23,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,24%,0.24,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,24%,0.24,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,30%,0.3,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,30%,0.3,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,32%,0.32,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,32%,0.32,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,57%,0.57,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,57%,0.57,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,63%,0.63,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,63%,0.63,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005372,C0030193,common,1.0,PT,Pain,10033371,Pain,D11AH01,tacrolimus
CID100005372,C0030193,common,1.0,PT,Pain,10033371,Pain,L04AD02,tacrolimus
CID100005376,C0040034,2%,0.02,PT,Thrombocytopenia,10043554,Thrombocytopenia,L02BA01,tamoxifen
CID100005376,C0040034,1%,0.01,PT,Thrombocytopenia,10043554,Thrombocytopenia,L02BA01,tamoxifen
CID100005376,C0151825,5.98%,0.0597931,PT,Bone pain,10006002,Bone pain,L02BA01,tamoxifen
CID100005376,C0151825,6%,0.06,PT,Bone pain,10006002,Bone pain,L02BA01,tamoxifen
CID100005376,C0151825,6.5%,0.0650065,PT,Bone pain,10006002,Bone pain,L02BA01,tamoxifen
CID100005379,C0010930,postmarketing,0.001,PT,Dacryocystitis,10011844,Dacryocystitis,J01MA16,gatifloxacin
CID100005379,C0010930,postmarketing,0.001,PT,Dacryocystitis,10011844,Dacryocystitis,S01AX21,gatifloxacin
CID100005408,C0015672,1.96%,0.0196078,PT,Fatigue,10016256,Fatigue,G03BA03,testosterone
CID100005408,C0015672,postmarketing,0.001,PT,Fatigue,10016256,Fatigue,G03BA03,testosterone
CID100005408,C0015672,uncommon,0.01,PT,Fatigue,10016256,Fatigue,G03BA03,testosterone
CID100005408,C0020619,2.6%,0.026,PT,Hypogonadism,10058359,Hypogonadism,G03BA03,testosterone
CID100005408,C0020619,2.61%,0.0261438,PT,Hypogonadism,10058359,Hypogonadism,G03BA03,testosterone
CID100005408,C0033774,1.85%,0.0185185,PT,Pruritus,10037087,Pruritus,G03BA03,testosterone
CID100005408,C0033774,1.9%,0.019,PT,Pruritus,10037087,Pruritus,G03BA03,testosterone
CID100005408,C0033774,2%,0.02,PT,Pruritus,10037087,Pruritus,G03BA03,testosterone
CID100005408,C0033774,39%,0.39,PT,Pruritus,10037087,Pruritus,G03BA03,testosterone
CID100005408,C0033774,postmarketing,0.001,PT,Pruritus,10037087,Pruritus,G03BA03,testosterone
CID100005408,C0033774,very common,1.0,PT,Pruritus,10037087,Pruritus,G03BA03,testosterone
CID100005408,C0041834,8%,0.08,PT,Erythema,10015150,Erythema,G03BA03,testosterone
CID100005408,C0041834,common,1.0,PT,Erythema,10015150,Erythema,G03BA03,testosterone
CID100005408,C0041834,postmarketing,0.001,PT,Erythema,10015150,Erythema,G03BA03,testosterone
CID100005408,C0151662,postmarketing,0.001,PT,Gamma-glutamyltransferase increased,10017693,Gamma-glutamyltransferase increased,G03BA03,testosterone
CID100005408,C0151908,1.85%,0.0185185,PT,Dry skin,10013786,Dry skin,G03BA03,testosterone
CID100005408,C0151908,1.9%,0.019,PT,Dry skin,10013786,Dry skin,G03BA03,testosterone
CID100005408,C0151908,postmarketing,0.001,PT,Dry skin,10013786,Dry skin,G03BA03,testosterone
CID100005408,C0178415,1%,0.01,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,11.1%,0.111111,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,2%,0.02,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,3.5%,0.035,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,4%,0.04,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,4.3%,0.043,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,4.58%,0.0457516,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,4.6%,0.046,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,postmarketing,0.001,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0178415,0%,0.0,PT,Prostatic specific antigen increased,10036975,Prostatic specific antigen increased,G03BA03,testosterone
CID100005408,C0242350,postmarketing,0.001,PT,Erectile dysfunction,10061461,Erectile dysfunction,G03BA03,testosterone
CID100005408,C0242350,uncommon,0.01,PT,Erectile dysfunction,10061461,Erectile dysfunction,G03BA03,testosterone
CID100005408,C0426732,11.7%,0.117,PT,Prostatomegaly,10051482,Prostatomegaly,G03BA03,testosterone
CID100005408,C0426732,11.7%,0.117284,PT,Prostatomegaly,10051482,Prostatomegaly,G03BA03,testosterone
CID100005408,C0426732,postmarketing,0.001,PT,Prostatomegaly,10051482,Prostatomegaly,G03BA03,testosterone
CID100005408,C0521490,0.5%,0.005,PT,Application site irritation,10003046,Application site irritation,G03BA03,testosterone
CID100005408,C0521490,1.2%,0.012,PT,Application site irritation,10003046,Application site irritation,G03BA03,testosterone
CID100005408,C0521490,7%,0.07,PT,Application site irritation,10003046,Application site irritation,G03BA03,testosterone
CID100005408,C0521490,8%,0.08,PT,Application site irritation,10003046,Application site irritation,G03BA03,testosterone
CID100005408,C0521490,0%,0.0,PT,Application site irritation,10003046,Application site irritation,G03BA03,testosterone
CID100005408,C0853700,1.2%,0.012,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C0853700,2.3%,0.023,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C0853700,2.5%,0.025,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C0853700,3%,0.03,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C0853700,4.1%,0.041,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C0853700,5%,0.05,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C0853700,7%,0.07,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C0853700,postmarketing,0.001,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C0853700,2%,0.02,PT,Application site erythema,10003041,Application site erythema,G03BA03,testosterone
CID100005408,C2721578,postmarketing,0.001,PT,Pulmonary oil microembolism,10069388,Pulmonary oil microembolism,G03BA03,testosterone
CID100005486,C0040034,postmarketing,0.001,PT,Thrombocytopenia,10043554,Thrombocytopenia,B01AC17,tirofiban
CID100005496,C0149725,5.8%,0.058,PT,Lower respiratory tract infection,10024968,Lower respiratory tract infection,J01GB01,tobramycin
CID100005496,C0149725,5.8%,0.058,PT,Lower respiratory tract infection,10024968,Lower respiratory tract infection,S01AA12,tobramycin
CID100005496,C0149725,8%,0.08,PT,Lower respiratory tract infection,10024968,Lower respiratory tract infection,J01GB01,tobramycin
CID100005496,C0149725,8%,0.08,PT,Lower respiratory tract infection,10024968,Lower respiratory tract infection,S01AA12,tobramycin
CID100005512,C0497327,postmarketing,0.001,PT,Dementia,10012267,Dementia,G04BD07,tolterodine
CID100005514,C0014544,postmarketing,0.001,PT,Epilepsy,10015037,Epilepsy,N03AX11,topiramate
CID100005514,C0015672,1%,0.01,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,10%,0.1,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,11%,0.11,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,11.1%,0.111,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,11.8%,0.118,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,12%,0.12,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,13%,0.13,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,14%,0.14,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,15%,0.15,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,15.2%,0.152,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,16%,0.16,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,16.3%,0.163,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,19%,0.19,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,19.2%,0.192,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,2.3%,0.023,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,29.7%,0.297,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,3.2%,0.032,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,30%,0.3,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,30.7%,0.307,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,4%,0.04,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,4.3%,0.043,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,6%,0.06,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,7%,0.07,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,8%,0.08,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,9%,0.09,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,postmarketing,0.001,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,rare,0.001,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,11.2%,0.112,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,13.4%,0.134,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,4.9%,0.049,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0015672,5%,0.05,PT,Fatigue,10016256,Fatigue,N03AX11,topiramate
CID100005514,C0018681,1%,0.01,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0018681,17%,0.17,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0018681,2%,0.02,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0018681,27%,0.27,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0018681,29%,0.29,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0018681,4%,0.04,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0018681,8%,0.08,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0018681,postmarketing,0.001,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0018681,rare,0.001,PT,Headache,10019211,Headache,N03AX11,topiramate
CID100005514,C0020517,0%,0.0,PT,Hypersensitivity,10020751,Hypersensitivity,N03AX11,topiramate
CID100005514,C0020517,1%,0.01,PT,Hypersensitivity,10020751,Hypersensitivity,N03AX11,topiramate
CID100005514,C0020517,2%,0.02,PT,Hypersensitivity,10020751,Hypersensitivity,N03AX11,topiramate
CID100005514,C0020517,3%,0.03,PT,Hypersensitivity,10020751,Hypersensitivity,N03AX11,topiramate
CID100005514,C0020517,7%,0.07,PT,Hypersensitivity,10020751,Hypersensitivity,N03AX11,topiramate
CID100005514,C0027769,0%,0.0,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,13%,0.13,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,13.3%,0.133,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,14%,0.14,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,14.3%,0.143,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,15.9%,0.159,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,16%,0.16,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,17.6%,0.176,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,18%,0.18,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,19%,0.19,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,19.3%,0.193,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,2%,0.02,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,2.3%,0.023,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,4%,0.04,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,5%,0.05,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,6%,0.06,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,6.9%,0.069,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,7%,0.07,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,8%,0.08,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,9%,0.09,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0027769,7.4%,0.074,PT,Nervousness,10029216,Nervousness,N03AX11,topiramate
CID100005514,C0392525,0%,0.0,PT,Nephrolithiasis,10029148,Nephrolithiasis,N03AX11,topiramate
CID100005514,C0392525,2.6%,0.026,PT,Nephrolithiasis,10029148,Nephrolithiasis,N03AX11,topiramate
CID100005514,C0392525,postmarketing,0.001,PT,Nephrolithiasis,10029148,Nephrolithiasis,N03AX11,topiramate
CID100005514,C0392525,rare,0.001,PT,Nephrolithiasis,10029148,Nephrolithiasis,N03AX11,topiramate
CID100005523,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,N02AX02,tramadol
CID100005523,C0030193,uncommon,0.01,PT,Pain,10033371,Pain,N02AX02,tramadol
CID100005525,C0002994,postmarketing,0.001,PT,Angioedema,10002424,Angioedema,C09AA10,trandolapril
CID100005526,C0684275,postmarketing,0.001,PT,Haemophilia,10061992,Haemophilia,B02AA02,tranexamic
CID100005533,C0003467,postmarketing,0.001,PT,Anxiety,10002855,Anxiety,A06AC07,trazodone
CID100005533,C0003467,postmarketing,0.001,PT,Anxiety,10002855,Anxiety,N06AX05,trazodone
CID100005533,C0085631,postmarketing,0.001,PT,Agitation,10001497,Agitation,A06AC07,trazodone
CID100005533,C0085631,postmarketing,0.001,PT,Agitation,10001497,Agitation,N06AX05,trazodone
CID100005533,C0085631,postmarketing,0.001,PT,Agitation,10038743,Restlessness,A06AC07,trazodone
CID100005533,C0085631,postmarketing,0.001,PT,Agitation,10038743,Restlessness,N06AX05,trazodone
CID100005533,C0085631,postmarketing,0.001,PT,Agitation,10037211,Psychomotor hyperactivity,A06AC07,trazodone
CID100005533,C0085631,postmarketing,0.001,PT,Agitation,10037211,Psychomotor hyperactivity,N06AX05,trazodone
CID100005538,C0332563,1%,0.01,PT,Papule,10033733,Papule,D10AD01,retinoic
CID100005538,C0332563,1%,0.01,PT,Papule,10033733,Papule,D10AD04,retinoic
CID100005538,C0332563,1%,0.01,PT,Papule,10033733,Papule,D10BA01,retinoic
CID100005538,C0332563,1%,0.01,PT,Papule,10033733,Papule,D11AX19,retinoic
CID100005538,C0332563,1%,0.01,PT,Papule,10033733,Papule,L01XX14,retinoic
CID100005538,C0332563,1%,0.01,PT,Papule,10033733,Papule,L01XX22,retinoic
CID100005538,C0702166,1%,0.01,PT,Acne,10000496,Acne,D10AD01,retinoic
CID100005538,C0702166,1%,0.01,PT,Acne,10000496,Acne,D10AD04,retinoic
CID100005538,C0702166,1%,0.01,PT,Acne,10000496,Acne,D10BA01,retinoic
CID100005538,C0702166,1%,0.01,PT,Acne,10000496,Acne,D11AX19,retinoic
CID100005538,C0702166,1%,0.01,PT,Acne,10000496,Acne,L01XX14,retinoic
CID100005538,C0702166,1%,0.01,PT,Acne,10000496,Acne,L01XX22,retinoic
CID100005538,C0702166,5%,0.05,PT,Acne,10000496,Acne,D10AD01,retinoic
CID100005538,C0702166,5%,0.05,PT,Acne,10000496,Acne,D10AD04,retinoic
CID100005538,C0702166,5%,0.05,PT,Acne,10000496,Acne,D10BA01,retinoic
CID100005538,C0702166,5%,0.05,PT,Acne,10000496,Acne,D11AX19,retinoic
CID100005538,C0702166,5%,0.05,PT,Acne,10000496,Acne,L01XX14,retinoic
CID100005538,C0702166,5%,0.05,PT,Acne,10000496,Acne,L01XX22,retinoic
CID100005538,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,D10AD01,retinoic
CID100005538,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,D10AD04,retinoic
CID100005538,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,D10BA01,retinoic
CID100005538,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,D11AX19,retinoic
CID100005538,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,L01XX14,retinoic
CID100005538,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,L01XX22,retinoic
CID100005538,C0702166,postmarketing,0.001,PT,Acne,10000496,Acne,D10AD01,retinoic
CID100005538,C0702166,postmarketing,0.001,PT,Acne,10000496,Acne,D10AD04,retinoic
CID100005538,C0702166,postmarketing,0.001,PT,Acne,10000496,Acne,D10BA01,retinoic
CID100005538,C0702166,postmarketing,0.001,PT,Acne,10000496,Acne,D11AX19,retinoic
CID100005538,C0702166,postmarketing,0.001,PT,Acne,10000496,Acne,L01XX14,retinoic
CID100005538,C0702166,postmarketing,0.001,PT,Acne,10000496,Acne,L01XX22,retinoic
CID100005544,C0004096,4.3%,0.043,PT,Asthma,10003553,Asthma,A01AC01,triamcinolone
CID100005544,C0004096,4.3%,0.043,PT,Asthma,10003553,Asthma,D07AB09,triamcinolone
CID100005544,C0004096,4.3%,0.043,PT,Asthma,10003553,Asthma,D07XB02,triamcinolone
CID100005544,C0004096,4.3%,0.043,PT,Asthma,10003553,Asthma,H02AB08,triamcinolone
CID100005544,C0004096,4.3%,0.043,PT,Asthma,10003553,Asthma,R01AD11,triamcinolone
CID100005544,C0004096,4.3%,0.043,PT,Asthma,10003553,Asthma,R03BA06,triamcinolone
CID100005544,C0004096,4.3%,0.043,PT,Asthma,10003553,Asthma,S01BA05,triamcinolone
CID100005544,C0004096,5.4%,0.054,PT,Asthma,10003553,Asthma,A01AC01,triamcinolone
CID100005544,C0004096,5.4%,0.054,PT,Asthma,10003553,Asthma,D07AB09,triamcinolone
CID100005544,C0004096,5.4%,0.054,PT,Asthma,10003553,Asthma,D07XB02,triamcinolone
CID100005544,C0004096,5.4%,0.054,PT,Asthma,10003553,Asthma,H02AB08,triamcinolone
CID100005544,C0004096,5.4%,0.054,PT,Asthma,10003553,Asthma,R01AD11,triamcinolone
